	user	Histories	Behaviors
1196	U1196	J6149 J7107 J2761 J3381 J8093 J4223 J8230 J5309 J7666 J8259 J3584 J5559 J3598	J5096-0 J1312-0 J7236-0 J5910-0 J5044-0 J4066-0 J4167-0 J1538-1 J4121-0 J5945-0 J3579-0 J4869-0 J7028-0 J5903-0 J667-1 J3125-0 J427-0 J6099-0 J2507-0 J5866-1
1197	U1197	J5263 J1245 J4679 J3851	J2277-0 J2619-0 J425-0 J6615-0 J8131-1 J6102-0 J7661-0 J6306-1 J5760-0 J6864-0 J8114-0 J3476-0 J2283-0 J2180-0 J5126-0 J7988-1 J1989-0 J4244-0 J7123-0 J2728-1
1198	U1198	J5985 J2028 J6680 J3684 J1403 J280 J2640 J7423 J3204 J7193 J6678 J558 J1538 J3827 J8253 J7265	J5090-1 J7563-0 J253-0 J7153-0 J8223-0 J5514-0 J544-1 J3651-0 J4672-0 J5758-0 J3476-0 J6174-1 J1681-0 J309-0 J946-0 J6974-0 J7526-1 J1497-0 J2624-1 J6721-0
1199	U1199	J2214 J3711 J2954 J1895 J3765	J7963-0 J4974-0 J1385-0 J4361-0 J4524-0 J3193-0 J894-1 J6510-1 J1497-1 J5888-0 J1434-0 J1724-0 J1577-0 J1885-0 J80-0 J1869-0 J7148-0 J2595-0 J2909-0 J2036-0
1200	U1200	J5070 J3381 J4321 J2950 J4147 J6201 J8000 J6078	J5390-1 J7745-0 J2011-0 J7664-1 J3998-1 J4467-1 J3852-0 J5259-0 J6824-0 J5302-0 J7964-0 J5765-0 J6853-0 J5763-0 J2419-0 J5487-1 J126-0 J379-0 J4570-0 J2760-1
1201	U1201	J2212 J6998 J2671 J6154 J3632 J3471	J4315-0 J7902-0 J6851-0 J7224-0 J8045-0 J674-0 J1738-0 J6449-0 J4681-0 J5890-0 J8229-1 J192-1 J4003-1 J7530-1 J2309-0 J5632-0 J2849-0 J3986-0 J5140-0 J2169-1
1202	U1202	J1760 J1676 J4062 J2954 J7067	J6921-0 J7519-0 J980-0 J2763-0 J4907-1 J829-0 J3734-0 J6008-0 J5864-0 J5906-0 J4356-0 J3118-0 J1777-0 J1632-0 J3911-0 J166-0 J493-0 J4235-0 J5211-0 J2014-0
1203	U1203	J1963 J376 J7882	J182-0 J939-0 J7737-0 J6696-0 J6321-0 J7723-0 J6274-0 J7361-0 J3234-0 J1015-0 J7812-0 J1921-0 J6909-0 J7230-0 J2695-0 J5471-0 J2860-0 J3996-0 J6949-0 J5432-0
1204	U1204	J2595 J1868 J1597 J6897 J3957 J3253	J1229-0 J7800-0 J5981-0 J6702-0 J3504-0 J2976-0 J3583-0 J129-0 J2974-0 J1949-0 J1620-0 J4733-0 J3329-0 J3628-0 J7049-0 J3273-0 J7412-0 J5501-0 J2987-0 J7547-0
1205	U1205	J5719 J2886 J174 J7023 J3878 J6675 J7765 J7856 J1621 J192 J4823 J271	J3627-0 J5200-0 J3263-0 J7769-0 J5440-0 J684-0 J777-0 J1179-1 J4519-1 J7220-1 J4199-0 J7640-0 J6337-0 J5666-0 J4877-0 J4261-0 J3187-0 J7374-0 J3319-0 J5880-0
1206	U1206	J6057 J1056 J2462	J2925-0 J3792-0 J6364-0 J532-0 J780-0 J6201-0 J8137-0 J2996-1 J5938-0 J2925-0 J4943-0 J7863-0 J1084-0 J5233-0 J2262-0 J7666-1 J4448-0 J5866-1 J4694-1 J2567-1
1207	U1207	J5081 J5080 J3436	J5716-0 J6405-0 J7742-0 J4951-0 J7085-0 J105-0 J137-0 J8030-0 J1576-0 J1030-0 J2808-0 J8160-0 J7498-0 J940-0 J4781-0 J1797-0 J4253-0 J5321-0 J1502-0 J2721-0
1208	U1208	J4522 J8169 J442	J701-0 J7840-1 J7737-0 J5627-0 J3329-1 J4333-1 J6340-0 J7317-0 J3679-0 J667-1 J4780-0 J2845-0 J7226-0 J6272-0 J5996-1 J7094-0 J5847-0 J7268-1 J6740-1 J1245-1
1209	U1209	J8232 J2133 J7190 J2887	J5241-1 J6995-0 J4947-1 J2884-0 J3006-0 J5011-0 J7057-1 J5585-0 J4577-0 J5112-0 J7877-1 J6920-0 J6370-0 J5177-1 J6319-1 J6538-0 J808-0 J6231-0 J677-0 J6306-1
1210	U1210	J8258 J6229 J8227 J7032 J6148 J4638 J2587 J5359 J667	J5341-0 J3278-0 J686-0 J4874-0 J1728-1 J7100-1 J746-0 J3453-1 J3308-0 J3084-0 J5073-0 J7015-0 J253-0 J3393-0 J7221-0 J1143-1 J1556-1 J7401-0 J5989-0 J6235-0
1211	U1211	J4882 J7427 J4088 J2463 J5366 J7524	J688-0 J4693-0 J113-0 J1503-0 J3233-0 J2169-0 J1782-0 J2590-1 J6276-0 J8150-0 J8067-0 J2090-0 J2034-0 J2180-0 J3072-1 J588-0 J8245-1 J1561-0 J869-0 J5931-0
1212	U1212	J7706 J6579 J7884	J3220-0 J5021-0 J5333-0 J4835-0 J3435-0 J1283-0 J5589-1 J7337-0 J2431-0 J990-1 J6577-0 J6193-0 J1328-0 J5539-0 J3099-0 J2594-0 J7371-0 J235-0 J1355-0 J5075-0
1213	U1213	J4305 J8032 J7382	J3918-0 J2990-1 J2908-0 J4990-0 J3616-0 J2198-0 J2147-1 J8093-1 J1971-0 J6112-0 J2594-0 J4168-0 J3131-0 J1318-0 J3019-0 J4804-0 J6585-1 J7709-0 J3208-1 J7598-1
1214	U1214	J8094 J5490 J1729 J2379 J1232 J3092 J4205 J8140	J2091-0 J7398-1 J6242-0 J3196-0 J2633-0 J7834-0 J3064-0 J7196-0 J3850-1 J6344-0 J5018-0 J2999-1 J6013-0 J2062-0 J1534-0 J1834-1 J8074-0 J4867-0 J5238-1 J3565-0
1215	U1215	J287 J3059 J2187	J7978-0 J2787-0 J2881-0 J4683-0 J7174-0 J1723-0 J1758-0 J5364-0 J6978-1 J2716-1 J6363-1 J4969-0 J1016-0 J5091-0 J7334-1 J4819-0 J541-0 J1017-0 J7338-0 J8007-0
1216	U1216	J2811 J152 J1677 J7554 J6700 J1131 J5613 J5066 J7558 J1458 J2864 J4038 J2950 J4736 J6515 J22 J1556 J4904 J3727	J8065-0 J861-0 J7400-0 J3780-0 J5816-0 J1625-0 J6437-0 J2048-1 J971-0 J4446-0 J4918-0 J3881-1 J6742-0 J2517-1 J1463-0 J4413-0 J7940-0 J865-0 J1699-0 J4397-0
1217	U1217	J2989 J2422 J2920	J80-0 J3386-1 J7947-1 J6816-0 J6528-0 J3777-1 J4780-0 J3125-0 J3317-0 J7682-0 J4521-1 J8114-0 J2164-0 J7481-1 J6050-0 J3560-0 J8109-1 J618-0 J7258-1 J3075-0
1218	U1218	J5359 J4653 J1649 J1260 J7824 J7192	J4049-0 J1755-0 J7869-1 J5265-1 J3135-0 J4134-1 J4577-0 J3795-0 J482-0 J4157-0 J5231-0 J6053-0 J1700-0 J2207-0 J5915-0 J4440-0 J1544-0 J4823-0 J2051-0 J4630-0
1219	U1219	J2645 J3141 J6181	J5865-1 J3944-0 J3384-1 J3333-0 J3099-0 J6038-1 J7656-0 J7009-1 J1070-1 J5268-1 J7287-0 J5270-1 J3401-1 J4626-0 J6506-0 J1010-1 J1437-1 J3568-1 J8009-0 J4582-0
1220	U1220	J150 J3046 J1621 J5186 J1853	J7255-0 J659-1 J2166-0 J3943-0 J6405-1 J5166-0 J7585-0 J3117-0 J6429-0 J3783-0 J7666-1 J5709-0 J2099-0 J4247-0 J5229-0 J3633-0 J364-0 J7656-1 J4044-0 J3631-1
1221	U1221	J1642 J1423 J5188 J4149 J1666 J1621	J251-0 J4735-0 J3830-0 J2865-0 J7382-0 J1445-0 J7514-0 J790-0 J887-0 J1256-0 J665-0 J1537-0 J6559-0 J2219-0 J6138-0 J3484-0 J368-0 J4405-0 J3799-0 J4660-1
1222	U1222	J1664 J5719 J2690 J6686 J5489 J1447	J8236-0 J1145-0 J6433-0 J3593-0 J22-0 J1984-0 J2261-0 J3478-0 J5149-0 J4799-0 J7837-0 J1018-0 J3545-0 J2903-0 J7353-1 J146-0 J7722-0 J5014-0 J2361-0 J4877-0
1223	U1223	J6509 J3436	J8049-0 J3831-0 J5089-0 J2095-0 J5317-0 J5000-0 J7344-0 J4353-0 J2703-0 J2166-0 J49-0 J2428-0 J1545-0 J6903-0 J4711-0 J6340-0 J3637-0 J5013-0 J1798-0 J5282-0
1224	U1224	J4903 J8139 J3493 J2886 J8005	J7564-0 J1482-0 J5788-1 J489-0 J6311-0 J3571-0 J5871-0 J2600-0 J4481-0 J6949-0 J3560-0 J433-0 J3446-0 J7002-0 J5362-0 J5881-0 J5234-0 J6978-1 J3913-0 J3651-0
1225	U1225	J5654 J3802 J6088 J3299	J1183-1 J8034-0 J216-0 J2288-0 J5211-0 J4781-0 J2443-1 J7941-0 J4868-0 J3597-0 J4115-0 J8095-1 J5094-0 J5923-0 J2694-1 J6658-1 J5487-0 J4321-0 J2094-0 J6141-0
1226	U1226	J5449 J6163 J5557 J5625	J370-0 J1198-0 J2056-0 J4863-0 J333-0 J3848-0 J3908-0 J6800-0 J2740-0 J4413-0 J1372-0 J1808-0 J2240-0 J6609-0 J6397-0 J33-0 J5062-0 J3940-0 J3930-0 J78-1
1227	U1227	J664 J4320 J4510 J1872 J4466 J6221 J4161 J1255 J2590 J3073	J8019-0 J1262-1 J4170-1 J1989-0 J538-0 J5634-0 J3199-0 J2809-0 J827-0 J3387-0 J4403-0 J2461-0 J3405-0 J3251-0 J3788-0 J1736-0 J7482-0 J5554-0 J3503-0 J8045-0
1228	U1228	J3776 J6384 J477 J2676 J4146 J3896 J7525 J7080 J6390 J2 J4325	J3315-0 J3021-0 J290-0 J2047-0 J2996-0 J5233-0 J7685-0 J93-0 J5073-0 J1360-0 J3926-0 J5186-0 J1530-1 J5891-0 J2990-0 J6091-0 J1420-0 J8120-0 J6452-0 J4942-0
1229	U1229	J3245 J3255 J8134 J5854	J3134-0 J2851-0 J3845-0 J184-0 J5689-0 J6378-0 J5774-0 J1103-0 J889-0 J4499-0 J5733-0 J3334-0 J1824-0 J221-0 J2345-0 J6473-0 J6242-0 J989-0 J1255-0 J5119-0
1230	U1230	J2843 J3119 J7993	J3160-1 J7573-0 J3831-0 J4006-0 J8176-0 J7813-1 J4362-0 J2553-0 J7623-1 J6861-0 J3109-0 J6541-1 J217-0 J3347-1 J3120-0 J4048-0 J450-1 J2410-0 J6240-0 J1940-0
1231	U1231	J4149 J2407 J4150	J6928-0 J7244-0 J2491-0 J1086-0 J6415-0 J5068-0 J3155-0 J623-0 J501-0 J1334-0 J4058-0 J997-0 J4544-0 J947-0 J675-0 J7727-0 J3375-0 J1257-0 J4524-0 J7699-0
1232	U1232	J7258 J3723 J6685	J7703-0 J5200-0 J6049-0 J7965-0 J6626-0 J7218-0 J5223-0 J0-0 J2855-0 J3413-0 J7521-0 J7584-0 J135-0 J3935-0 J5328-0 J3161-0 J896-0 J3519-0 J6256-0 J430-0
1234	U1234	J7928 J7041 J3387	J2909-0 J3592-0 J382-1 J1509-0 J5181-0 J5122-0 J5034-0 J1131-1 J1895-0 J1909-0 J4340-1 J1667-0 J7493-0 J3119-1 J8199-0 J3032-1 J3483-0 J253-1 J6932-0 J6872-1
1235	U1235	J4467 J7064 J3829 J180 J2113 J3686 J171	J6885-0 J4049-0 J4015-0 J8030-0 J2950-1 J4757-0 J7838-0 J5812-0 J6572-0 J8259-1 J496-0 J829-0 J6560-0 J8094-1 J8244-0 J6054-0 J4696-0 J4184-0 J3277-0 J3265-0
1236	U1236	J3205 J1375 J8168 J1415 J7606 J5081	J3172-0 J6391-0 J2681-0 J6683-0 J6572-0 J5602-0 J1912-1 J727-0 J856-0 J5599-0 J4056-0 J2509-0 J7906-0 J3877-0 J3599-0 J1023-0 J2861-0 J4656-0 J3743-0 J4816-0
1237	U1237	J5916 J646 J7274	J5607-0 J5507-0 J165-0 J3399-0 J7293-0 J2302-0 J5367-0 J1791-0 J4434-0 J7202-0 J965-0 J4738-0 J6753-0 J7644-0 J3977-0 J561-0 J5316-0 J2566-0 J513-0 J1771-0
1238	U1238	J7530 J886 J8208 J3827 J3067	J4316-0 J1048-0 J4442-0 J3801-0 J6640-1 J1201-0 J7216-0 J1866-0 J5518-0 J1037-0 J2943-0 J5355-0 J7586-0 J1969-1 J2496-1 J2646-0 J4226-0 J5808-0 J3965-0 J4459-0
1239	U1239	J5953 J1615 J7764 J7026 J3152 J198 J4752 J6069 J904 J462 J1498 J1022 J6951	J953-0 J2786-0 J3378-1 J4794-0 J2473-0 J6821-0 J2751-0 J5530-0 J1673-1 J1998-0 J2990-0 J7094-0 J163-1 J5607-0 J8176-0 J2366-0 J400-0 J4223-0 J5442-0 J5891-0
1240	U1240	J1243 J645 J2775	J3090-0 J1768-1 J4862-1 J3452-0 J7772-0 J5232-0 J1033-0 J7581-0 J4836-0 J1028-0 J3296-0 J2693-0 J8158-1 J2853-0 J7545-0 J2708-0 J3381-1 J5207-0 J2671-0 J816-1
1241	U1241	J2716 J3749 J7815 J1246	J938-0 J5527-0 J570-0 J7625-0 J719-0 J7760-0 J5151-0 J1542-0 J2635-1 J2061-0 J5311-0 J5381-0 J5736-0 J4927-0 J3580-0 J3509-0 J7674-0 J4106-0 J5059-0 J7297-0
1242	U1242	J4346 J1739 J5348 J1597 J2517 J7274 J1349 J4145	J4271-0 J6243-0 J107-0 J2779-0 J7436-0 J2177-0 J1788-0 J3541-0 J752-0 J6354-0 J1386-0 J7050-0 J4007-0 J1248-0 J4585-0 J1814-0 J6412-0 J5947-0 J2343-0 J3295-0
1243	U1243	J3631 J3103 J4146 J1962	J1987-0 J4961-0 J5461-0 J3811-0 J1918-1 J4207-0 J5758-0 J3893-0 J7622-1 J5285-0 J3001-0 J2907-0 J1580-0 J1147-0 J2286-0 J86-0 J3294-0 J2814-0 J4956-0 J1203-0
1244	U1244	J2282 J588 J4027 J1218 J6301 J6666 J2349 J905 J3959 J5829	J5494-0 J4699-0 J2888-0 J7289-0 J258-0 J2570-1 J986-0 J8121-0 J1498-0 J8-0 J2865-0 J5861-0 J5001-0 J1677-1 J5114-0 J3650-0 J5064-0 J6941-1 J3491-0 J191-0
1245	U1245	J3443 J1656 J2954	J942-0 J5488-0 J1001-0 J2545-1 J1960-1 J2953-0 J5607-0 J3262-0 J3512-0 J5399-0 J4287-0 J5102-0 J4396-0 J6177-0 J1646-1 J4067-0 J3165-0 J5511-0 J4228-0 J4834-0
1246	U1246	J3906 J7554 J4004 J7527 J1239 J1612 J1246	J633-0 J5456-0 J5548-0 J3109-0 J3127-0 J7922-0 J4787-0 J1629-0 J5685-0 J3794-0 J2871-0 J2803-0 J7972-1 J626-0 J1818-0 J3062-0 J1388-0 J7967-0 J4471-0 J2644-0
1247	U1247	J472 J2463 J6839 J7037 J7522	J4395-0 J1475-0 J7787-0 J2136-0 J2172-1 J1707-0 J375-0 J1624-0 J4661-0 J6115-0 J6905-0 J6010-0 J4154-0 J3045-0 J1641-0 J1970-0 J1416-1 J581-0 J8039-0 J6810-0
1248	U1248	J2883 J903 J7524	J1551-0 J3515-0 J338-0 J4161-1 J1158-0 J4074-0 J807-1 J6478-0 J196-0 J4515-0 J3233-0 J7539-0 J6886-0 J4041-0 J4775-0 J5374-0 J940-0 J7834-0 J5935-0 J57-0
1249	U1249	J312 J5492 J306 J569 J6604 J5419 J1058 J6098 J3347 J2260 J3027 J7360 J4400	J6174-1 J7314-0 J2868-0 J2547-0 J7488-0 J303-0 J628-0 J3002-0 J4442-0 J2011-0 J7727-0 J2331-0 J5310-0 J3766-0 J7487-0 J6657-0 J7382-1 J7798-0 J180-0 J5264-0
1250	U1250	J3629 J7530 J3329 J7430 J1591	J6079-0 J89-0 J6872-0 J4500-0 J391-0 J4640-1 J6457-0 J3894-0 J4538-0 J2666-0 J3325-0 J7412-0 J2529-0 J4350-0 J1136-0 J347-0 J3353-0 J6072-0 J6414-0 J7443-0
1251	U1251	J7877 J1516 J6685 J7231 J1453	J3830-1 J7612-0 J3680-0 J5834-0 J3056-0 J3191-1 J2564-0 J1659-1 J5845-0 J1846-0 J3021-0 J7585-0 J6869-0 J427-1 J242-0 J7595-0 J6953-0 J6300-0 J1247-1 J8143-0
1252	U1252	J3244 J5829 J782 J1324 J1326 J4392	J380-0 J7015-0 J3527-0 J1713-0 J4343-0 J5419-0 J5942-0 J3848-0 J7938-0 J3865-0 J6781-0 J30-0 J1266-0 J8113-0 J3057-0 J6509-0 J5903-0 J6744-0 J1478-0 J1066-0
1253	U1253	J4467 J8086 J6376 J7199	J6800-0 J4306-0 J3830-1 J3805-0 J5991-0 J5935-0 J6581-0 J1731-0 J4442-0 J2618-0 J6568-0 J1048-0 J1179-0 J1081-0 J3327-0 J4581-0 J2119-0 J5071-1 J5369-0 J3783-0
1255	U1255	J1988 J397 J2347	J4797-0 J1548-0 J863-1 J4283-0 J1034-0 J5688-1 J4359-0 J5994-1 J2211-1 J5219-0 J3374-0 J3295-0 J6246-0 J6596-0 J3723-1 J7838-0 J3191-1 J1302-1 J7804-0 J296-0
1256	U1256	J7490 J7960 J209 J3920	J2232-0 J3734-0 J2566-1 J7277-0 J4382-1 J457-0 J5767-0 J6116-0 J5899-1 J5624-0 J4837-0 J546-0 J7044-1 J4199-0 J3667-0 J7781-0 J7908-0 J5263-1 J2969-0 J1264-0
1257	U1257	J561 J3708 J872	J7359-0 J1567-0 J5635-0 J4746-0 J3170-0 J1882-0 J5733-0 J2756-0 J3036-0 J804-0 J5266-0 J1407-0 J7279-0 J6957-0 J3836-0 J6594-0 J2581-1 J294-0 J3414-0 J2754-0
1258	U1258	J6839 J3481 J3657 J2775	J6876-0 J7574-0 J6320-0 J5722-0 J399-0 J8140-1 J6661-1 J1929-0 J7102-0 J4960-1 J2234-1 J4373-0 J4977-0 J7304-0 J5687-0 J3583-0 J6094-1 J6050-0 J4841-0 J2940-0
1259	U1259	J1557 J157 J7523 J616 J5435 J938 J439	J2824-0 J3477-0 J4958-0 J7011-0 J4881-0 J2361-0 J953-0 J8025-1 J5593-1 J567-0 J5438-0 J2069-0 J4265-0 J8078-0 J7066-0 J7837-0 J4189-1 J8207-1 J160-1 J4064-0
1260	U1260	J7523 J3369 J806 J7530 J5323 J7296 J6978 J5672 J7623 J2920	J7877-1 J5520-0 J6751-0 J6466-0 J4495-0 J7184-1 J2327-0 J7011-0 J2248-1 J7036-1 J2330-0 J3292-0 J4235-0 J7342-0 J4291-0 J1091-0 J3330-0 J7548-0 J1725-1 J6273-0
1261	U1261	J2366 J5578 J2693 J7765 J1328	J7997-0 J3712-0 J7511-0 J1152-0 J514-0 J464-0 J4399-1 J3936-0 J1472-1 J7255-0 J1928-0 J7249-0 J165-1 J3156-0 J932-0 J3735-0 J3850-1 J3877-1 J3771-0 J6475-0
1262	U1262	J1358 J1357	J3446-0 J7773-0 J285-0 J7847-0 J3268-0 J5769-0 J3975-0 J6713-0 J850-0 J1569-0 J6602-0 J5647-0 J707-0 J7957-0 J6120-0 J6090-0 J5701-0 J6125-0 J5763-0 J5885-0
1263	U1263	J3950 J4846 J272 J1184 J6588 J2713 J1615	J6523-0 J4999-0 J2411-0 J708-0 J3421-0 J4534-0 J4481-0 J4740-0 J4830-0 J5893-0 J3923-1 J6410-0 J7357-0 J1114-0 J1687-1 J996-0 J1362-0 J1955-0 J6709-1 J5692-0
1265	U1265	J1085 J7706 J107 J5880 J2370	J2478-0 J3340-0 J6217-1 J3606-0 J3313-0 J5238-0 J2288-0 J4971-0 J2245-0 J6384-1 J5302-0 J1538-1 J3272-0 J2576-0 J4635-0 J1370-0 J6455-0 J3109-0 J3897-0 J6767-0
1266	U1266	J3919 J2695 J28 J2676 J7622 J7430 J2672 J1184 J811 J3110 J2746	J4962-0 J5772-0 J2817-1 J3538-0 J5355-0 J1545-0 J6429-0 J6054-0 J3226-0 J208-0 J6671-0 J1565-0 J670-0 J5925-0 J7322-0 J5898-0 J1250-0 J5150-0 J6855-0 J3082-0
1267	U1267	J3493 J6912 J4150 J4147 J4151	J8120-0 J2987-0 J5718-0 J876-0 J4841-0 J1190-0 J4877-0 J1034-0 J5224-0 J3523-0 J6872-0 J3177-0 J1442-0 J3709-0 J5668-0 J4502-0 J4393-0 J2695-0 J2097-0 J5294-0
1268	U1268	J6026 J1852 J260	J2291-0 J4504-0 J963-1 J5915-1 J6033-0 J1671-1 J2821-0 J1490-1 J3899-0 J1499-0 J2701-1 J8031-1 J6737-1 J1355-0 J5527-0 J6919-0 J7295-0 J1153-0 J48-0 J1596-0
1269	U1269	J7418 J2348 J1441 J3586 J6886 J7430	J7517-0 J6441-0 J7426-0 J4078-0 J6394-1 J6790-0 J5554-0 J1478-0 J3568-0 J5421-0 J7450-0 J1531-0 J516-0 J6047-0 J7761-0 J3960-0 J90-0 J6690-1 J3194-0 J5676-0
1270	U1270	J4545 J4330 J2775 J7811 J3291 J138	J7734-0 J4140-0 J3259-0 J510-0 J6302-0 J557-0 J4393-0 J1135-0 J5242-0 J7306-0 J2894-0 J4187-0 J4167-0 J3144-0 J129-0 J7418-1 J1083-0 J7908-0 J7201-0 J439-0
1271	U1271	J7850 J8093 J6505 J591 J7061 J7844	J401-0 J6036-0 J2549-0 J435-0 J1380-0 J5866-1 J7704-0 J5129-0 J6804-0 J1144-0 J537-0 J6077-0 J678-1 J6984-0 J2187-1 J1024-1 J6987-0 J6698-1 J4586-0 J7921-0
1272	U1272	J3527 J3329 J4885 J6347 J4848 J4713 J2989	J2294-0 J3659-0 J7296-1 J2045-0 J7258-1 J3538-0 J2379-1 J2214-1 J5343-1 J727-0 J6319-0 J5774-0 J7160-0 J3726-0 J6061-0 J5855-1 J6057-0 J4174-0 J6866-0 J6640-1
1273	U1273	J7999 J2532 J2565 J561	J2027-0 J5400-0 J8127-0 J4375-1 J448-0 J6469-0 J7549-0 J5649-0 J5328-0 J1355-0 J7125-0 J7717-1 J6181-0 J7218-0 J519-0 J6178-0 J6634-0 J7659-0 J7089-0 J6923-0
1274	U1274	J558 J4718 J3999 J7878 J6212	J1400-0 J3886-0 J5564-0 J6512-0 J2591-0 J6684-0 J3346-1 J7657-0 J146-0 J3357-0 J4427-0 J7695-0 J5254-0 J4091-0 J2680-0 J68-0 J2775-1 J4321-1 J6152-0 J7792-1
1275	U1275	J4108 J2761 J2566 J4332 J3908 J383 J1879 J7441 J3821 J891 J7433 J7206 J7030 J4803 J7890 J7447 J7981 J4904 J979 J8233	J6135-0 J7642-0 J4981-0 J7499-0 J1548-0 J4735-0 J6875-0 J3822-0 J7845-1 J4510-1 J2275-0 J3142-0 J2765-0 J5478-0 J3534-0 J7217-0 J2977-0 J3153-0 J445-0 J5874-0
1276	U1276	J3343 J7527 J1674 J1440 J6368 J1401 J4847 J4905	J1778-0 J2872-0 J4802-0 J2412-0 J1120-0 J3256-0 J162-0 J579-0 J5208-0 J2963-1 J5121-1 J4204-1 J1705-0 J5426-0 J2274-0 J4144-0 J2916-0 J7501-1 J3318-1 J3121-0
1277	U1277	J7199 J3384 J4133 J4223	J5525-0 J6332-0 J324-0 J1842-0 J3083-1 J542-0 J6551-0 J5394-0 J7988-0 J4363-0 J1741-0 J3307-1 J2982-0 J4339-0 J5478-0 J6883-0 J1681-0 J6059-0 J1837-0 J3659-0
1278	U1278	J2508 J6207 J5468 J7037	J7407-0 J4313-0 J4190-1 J7930-0 J3605-0 J4954-0 J7467-0 J2232-0 J4724-0 J4620-0 J6010-0 J4162-0 J4166-0 J6189-0 J8061-1 J4756-0 J7555-1 J3148-0 J3920-1 J2215-0
1279	U1279	J7354 J8140 J2460	J5069-1 J5752-0 J3583-0 J4933-0 J4137-0 J6234-0 J2922-0 J8007-0 J7935-0 J2511-0 J5208-0 J3982-0 J6067-0 J5284-0 J7642-0 J6832-1 J4328-0 J4300-0 J63-0 J1192-0
1280	U1280	J3607 J5139 J4308 J7373 J7993 J4054 J979 J7386	J4279-0 J4113-0 J3098-0 J48-0 J8086-1 J879-0 J3799-0 J647-0 J6310-0 J367-0 J6804-0 J7174-0 J4637-0 J3914-0 J1635-0 J3591-0 J4052-0 J2614-0 J5445-0 J5070-1
1281	U1281	J1353 J3244 J5081 J5829 J1352 J1351 J4994 J4392 J5080	J5075-0 J2260-0 J6966-0 J5495-0 J6142-0 J2740-0 J953-0 J2793-0 J5439-0 J6498-0 J4232-0 J3946-0 J6606-0 J8202-0 J4356-0 J7073-0 J958-0 J7295-0 J1125-0 J3963-0
1282	U1282	J2806 J1052 J4002 J77	J6381-0 J477-1 J5381-0 J7796-0 J4903-1 J7975-0 J8181-0 J723-0 J3522-1 J3573-0 J2822-0 J7736-0 J6060-0 J4959-1 J5755-0 J7297-0 J3167-0 J7658-0 J8130-0 J7116-0
1283	U1283	J3894 J1664 J683 J534 J7764 J2950 J1646 J6168 J1656 J6872 J3878 J7341 J7801	J1495-0 J1955-0 J8156-0 J2289-0 J489-0 J284-0 J3472-0 J3060-0 J2524-0 J4284-0 J1420-0 J3306-0 J5271-0 J3584-0 J1326-0 J502-0 J2608-0 J3583-0 J2525-0 J6017-0
1284	U1284	J7972 J7651 J0 J7177 J62	J208-0 J5029-0 J6790-0 J6782-1 J6913-0 J3872-0 J6903-0 J5984-0 J4370-1 J603-0 J2788-0 J4323-0 J590-0 J7314-0 J8225-0 J2761-1 J1225-1 J6575-0 J3887-0 J2779-0
1285	U1285	J1459 J6069 J4510 J4803 J193 J7888	J3155-0 J2254-0 J4910-0 J3954-1 J7209-0 J4865-0 J4782-0 J1460-1 J2848-1 J1418-0 J5768-0 J2330-1 J835-0 J2644-0 J4754-0 J6551-0 J3983-0 J5450-1 J5793-0 J7950-0
1286	U1286	J1642 J171 J5090	J5726-0 J8079-0 J2533-0 J2596-0 J8196-0 J7231-0 J1169-0 J282-1 J7337-0 J5725-1 J7863-0 J502-0 J1971-0 J6949-0 J5890-0 J6559-0 J5631-0 J4851-1 J986-0 J3132-0
1287	U1287	J2560 J8134 J6509	J3532-0 J541-0 J3503-0 J4370-0 J5273-0 J1419-0 J3006-0 J4043-0 J7113-0 J3103-0 J483-0 J4834-0 J2507-0 J8087-0 J5406-0 J3600-0 J8116-0 J5682-0 J3540-0 J879-0
1288	U1288	J4392 J5829 J3244 J4994	J2205-0 J6937-0 J7064-0 J6732-0 J2773-0 J5811-0 J3764-0 J7778-0 J6742-0 J1242-0 J6101-0 J3581-0 J6443-0 J5491-0 J2717-0 J1546-0 J4132-0 J1252-0 J1383-0 J6806-0
1289	U1289	J7885 J2742 J5686 J1053 J7093	J6268-1 J5089-0 J2902-1 J4233-0 J4628-1 J229-1 J6820-0 J5804-0 J3738-0 J2227-0 J918-0 J1196-0 J818-1 J3274-0 J5306-0 J8009-0 J2198-1 J8250-0 J6185-1 J8008-0
1290	U1290	J783 J2560 J1326	J7714-0 J7450-0 J2001-0 J1982-0 J4029-0 J7246-0 J3325-0 J2061-0 J700-0 J5107-0 J554-0 J4935-0 J5986-0 J4797-0 J7566-0 J1276-0 J6451-0 J5863-0 J5035-0 J6849-0
1291	U1291	J7521 J1645 J120 J2486 J2747 J5288 J1473 J1007 J4904	J5195-0 J5391-1 J7226-0 J7741-1 J7031-0 J1533-0 J2640-1 J5134-0 J4575-0 J6173-0 J4291-0 J2920-1 J737-0 J3191-0 J6197-0 J1013-1 J8070-0 J799-0 J5643-0 J5105-0
1292	U1292	J6408 J6796 J3521	J4275-1 J4876-0 J3899-0 J5291-0 J6729-0 J7760-0 J5178-0 J3696-0 J6972-0 J2005-0 J7813-0 J1281-0 J4926-0 J3805-0 J3137-0 J7904-0 J2338-0 J4800-0 J919-0 J4085-0
