user	Histories	Behaviors
U7678	J8259 J3920 J5065 J8101 J1119 J3072	J4051-0 J7701-0 J3687-0 J5270-0 J2563-1 J2142-0 J4933-0 J790-0 J6808-0 J1297-0 J3352-0 J160-1 J2648-0 J7149-0 J7892-0 J4026-1 J217-0 J1123-0 J7334-1 J5506-0
U5879	J5444 J2517 J745 J3880 J5994 J5283 J6525 J5954 J6367 J3106 J228 J280	J5958-0 J2462-0 J760-0 J6861-0 J1642-1 J5709-0 J6638-0 J7612-0 J5224-0 J1641-1 J3963-0 J3622-0 J5968-0 J6115-0 J2173-0 J5546-0 J7602-0 J4820-0 J2090-0 J704-0
U5340	J5469 J4010 J1953 J5845 J886 J961 J2486 J6176 J6580 J33 J3187	J2192-0 J571-0 J5523-1 J4110-0 J2614-0 J4063-0 J187-1 J6387-0 J3191-0 J5687-0 J8215-0 J2824-0 J3515-0 J1576-0 J7269-0 J7759-0 J2116-0 J3176-0 J3766-0 J2472-0
U7783	J427 J7773 J2545	J6431-1 J6389-0 J1768-1 J2137-0 J1217-0 J3009-0 J2419-0 J6913-0 J2580-0 J5036-0 J6185-0 J4454-0 J845-0 J2899-0 J1163-0 J4250-0 J3544-0 J5104-0 J5840-0 J4208-0
U6039	J1459 J245 J1057 J4321 J3521 J7032	J6993-0 J7579-0 J955-0 J5343-1 J6628-0 J2164-0 J191-0 J1345-0 J7423-1 J4994-1 J7645-0 J6040-0 J6467-1 J3995-1 J4871-0 J3641-0 J7457-0 J1752-0 J6700-1 J6434-0
U4635	J8257 J2843 J8233 J7884 J224 J1459	J8154-0 J6531-0 J3496-0 J2277-0 J3297-1 J2236-0 J2249-1 J2147-1 J5245-1 J8047-0 J916-0 J2148-0 J5767-0 J7150-0 J2183-0 J1685-0 J5761-0 J644-0 J1183-0 J3285-0
U7301	J266 J7651 J3708 J6954	J2316-0 J1335-0 J2140-0 J1179-0 J626-0 J6411-0 J5569-0 J3388-0 J4875-1 J1174-0 J8160-0 J7611-0 J7736-0 J4382-1 J4138-0 J4351-0 J6584-1 J7109-0 J6802-0 J2683-1
U85	J4053 J6386 J4054	J3973-0 J3337-0 J5226-0 J793-0 J6023-0 J7642-0 J3484-0 J1063-0 J6227-0 J858-0 J8001-0 J7955-0 J5852-0 J224-0 J1825-0 J12-0 J2119-0 J4467-0 J2284-0 J2599-0
U9848	J15 J2186 J531 J1969 J4861	J2857-1 J4964-0 J6146-0 J937-0 J2237-0 J3240-0 J7914-0 J4401-0 J4432-0 J7553-0 J5745-0 J6373-0 J4740-0 J3239-1 J4300-0 J2383-0 J7613-0 J1112-0 J1300-0 J522-0
U9923	J2438 J2243 J2773	J231-0 J4658-0 J2422-0 J5465-0 J8225-1 J578-0 J3662-0 J1213-0 J3054-0 J6890-0 J4925-1 J4724-1 J5947-1 J3952-0 J1405-0 J938-0 J1956-0 J2452-0 J6038-0 J6218-0
U4981	J6706 J199 J3607 J6943 J8019 J6357 J4629 J7866 J7410	J308-0 J5005-0 J2065-0 J4988-0 J4994-0 J3962-1 J4980-0 J5954-0 J6535-0 J776-0 J6532-0 J183-1 J1320-0 J2792-0 J4922-0 J3991-0 J2917-0 J7659-0 J2543-0 J8160-0
U6991	J4146 J6681 J4149 J2982	J4154-0 J942-0 J6143-0 J5557-0 J562-0 J7903-0 J6720-1 J4083-0 J1211-0 J2250-1 J6592-0 J6243-0 J6781-1 J5936-0 J5002-1 J6193-1 J3444-0 J1258-0 J1765-0 J6782-0
U9135	J5460 J4611 J3833 J2198	J1271-0 J4857-0 J5241-1 J2275-0 J4092-0 J3582-1 J4731-0 J1254-0 J4671-1 J6772-0 J3191-0 J4572-0 J4329-1 J3360-0 J3830-1 J3121-0 J3638-0 J5703-0 J4889-0 J970-0
U4865	J4961 J1987 J6882 J1032	J915-0 J7336-0 J1778-0 J1495-0 J4480-0 J2005-0 J6157-0 J5911-0 J5966-0 J6929-0 J7668-0 J8021-0 J6593-1 J5262-0 J3282-0 J3876-0 J6085-0 J2022-0 J2666-0 J7268-1
U9288	J6163 J3013 J3829 J4146 J2229 J7102 J3568 J916 J3493 J3307	J3984-0 J4364-0 J4648-0 J825-0 J3710-1 J147-0 J3776-1 J1070-1 J132-0 J6319-0 J3084-0 J2317-0 J1951-0 J7191-0 J1715-0 J7843-0 J3057-0 J4971-0 J7527-1 J8124-0
U2370	J5081 J8134 J5080	J810-0 J1768-0 J2371-0 J1582-0 J5949-0 J3534-0 J4769-0 J8054-0 J1374-0 J3703-0 J5053-0 J253-0 J545-0 J2052-0 J6146-0 J6164-0 J7735-0 J2624-0 J3546-0 J290-0
U6287	J3821 J1557 J4594 J3907 J4524 J4847	J1833-0 J2523-0 J5887-0 J5744-0 J3091-1 J4338-0 J6449-0 J7002-0 J8192-0 J220-0 J2960-0 J3145-0 J5617-0 J5261-0 J1034-0 J66-0 J7823-0 J163-0 J6660-0 J7380-0
U3096	J7278 J525 J2596 J1807 J3960	J7975-0 J6847-0 J5652-0 J1666-0 J427-0 J3695-0 J3265-0 J4219-0 J5453-0 J2131-0 J4730-0 J4396-0 J5236-0 J5618-0 J6988-0 J7204-0 J4755-0 J2171-0 J3898-0 J8236-0
U6884	J1531 J3959 J1880	J1327-0 J3147-0 J2080-0 J4506-0 J5851-0 J5345-0 J1306-0 J5571-0 J1543-0 J8058-0 J2491-0 J5434-0 J6224-0 J6246-0 J1158-0 J7776-0 J7009-0 J5956-0 J6361-0 J1124-0
U8608	J4344 J3708 J5243	J2682-0 J7674-0 J1247-0 J104-0 J7481-0 J2203-0 J5532-0 J4195-0 J3685-0 J4281-0 J7025-0 J267-1 J5965-0 J1933-1 J289-0 J3298-0 J2754-0 J4854-0 J6536-0 J1238-0
U5631	J2113 J3380 J1933 J6142 J2707 J2894 J5276 J5345 J4134 J2168 J8086	J3880-0 J3763-0 J2112-0 J5740-0 J8134-0 J1917-0 J5372-0 J2336-0 J4444-0 J2135-1 J3893-0 J3763-0 J1548-0 J6732-0 J3152-0 J6759-0 J4068-0 J3829-0 J6719-0 J697-0
U5064	J2758 J1678 J2656 J198 J7026 J193	J7932-0 J7105-0 J6829-0 J4837-0 J6509-0 J285-0 J4199-0 J3353-0 J322-0 J1723-0 J607-0 J8254-0 J1196-0 J1409-1 J7109-0 J6586-0 J4145-0 J2375-0 J2504-0 J2560-0
U3217	J4847 J2695 J2603 J1972 J6142	J4809-0 J3497-0 J5368-0 J698-0 J4523-0 J2683-0 J2565-0 J1103-0 J2262-0 J6522-0 J3712-0 J5593-0 J3797-0 J4131-0 J64-0 J6612-0 J2121-0 J2368-0 J7185-1 J6375-1
U1555	J5108 J312 J4629 J1057 J663	J4294-0 J6518-0 J4186-0 J5688-1 J333-0 J804-0 J2371-1 J814-0 J2544-0 J7133-0 J5005-0 J2111-0 J1174-0 J6549-0 J7548-0 J3305-0 J2619-0 J1290-0 J7564-0 J739-1
U7024	J6017 J2702 J7550 J5625 J6416 J2700	J3062-0 J7243-0 J4773-0 J5367-0 J519-0 J7714-0 J6519-0 J5011-0 J7153-0 J5218-0 J934-0 J6132-0 J7132-0 J5957-0 J6578-0 J260-0 J15-0 J7583-0 J1156-0 J2248-1
U7305	J553 J6993 J6737 J6830 J599 J304 J2694 J5171 J3710	J1692-0 J5525-0 J4260-0 J1303-0 J2110-0 J3837-0 J4942-0 J1200-0 J3371-0 J7371-0 J257-0 J4481-0 J7182-1 J3418-0 J4623-0 J118-0 J1982-0 J3055-0 J5422-0 J4299-0
U8756	J2671 J6685 J2186 J2349 J4461	J6884-0 J4782-0 J5488-0 J6607-1 J5869-0 J7127-1 J6352-0 J491-0 J4343-1 J5708-1 J3053-0 J6586-0 J4269-0 J1064-0 J7429-1 J816-1 J7525-1 J4768-0 J3286-0 J3802-0
U5227	J5829 J4392 J4994 J1351	J5243-0 J6288-0 J2687-0 J2402-0 J2592-0 J3939-0 J6853-0 J4313-0 J4149-0 J776-0 J1469-0 J656-0 J6972-0 J2754-0 J8154-0 J933-0 J2958-0 J2819-0 J3293-0 J4612-0
U885	J3924 J6726 J3384 J2349 J470	J7264-0 J1412-0 J2709-0 J2642-0 J7619-0 J3964-0 J2090-0 J3604-0 J2042-0 J7914-1 J393-0 J2521-0 J4354-0 J272-1 J7898-0 J3312-0 J3680-0 J2012-0 J7118-0 J3871-1
U1654	J3096 J1401 J7184 J5081 J3821 J7928 J5390 J6109 J3086 J3384	J61-0 J7615-0 J5125-0 J925-0 J700-0 J3095-0 J7917-0 J4122-0 J6169-0 J4044-0 J8153-0 J6266-0 J4623-1 J883-0 J6130-0 J3367-0 J77-0 J4660-0 J7160-0 J4292-0
U8745	J6120 J3386 J601 J2349 J3027 J4336	J2211-0 J3929-1 J6722-0 J1859-0 J7783-0 J1685-0 J3655-0 J6408-0 J4989-0 J7246-1 J4612-0 J3455-0 J3347-1 J1812-0 J4309-0 J1732-0 J3854-1 J3888-0 J7734-0 J7885-0
U4250	J3110 J7845 J2187 J7992 J8007 J6679 J6126 J7382 J4336 J602 J3710 J3168 J7424 J6082 J3834 J4607 J2990	J6423-0 J3270-0 J5637-0 J6174-1 J6134-0 J4690-0 J6664-0 J6538-0 J333-0 J4469-0 J3200-0 J6654-0 J4832-0 J5632-0 J6712-0 J3961-1 J4947-1 J3615-0 J4918-0 J1846-0
U4180	J2697 J6233 J8232	J2726-1 J3164-0 J6100-0 J1084-0 J6449-1 J6257-1 J7972-1 J1142-1 J5943-0 J821-0 J116-0 J4881-0 J1378-0 J3141-1 J5464-1 J4746-1 J7667-0 J6040-0 J568-0 J7038-0
U6020	J1235 J6943 J6461 J6108 J3599 J4543 J7437 J2920	J5172-0 J745-1 J4230-1 J1823-0 J982-0 J3459-0 J844-0 J3587-0 J7983-0 J5828-0 J8214-1 J120-0 J6235-0 J8037-0 J3280-0 J4242-0 J7025-0 J1931-0 J1140-0 J2276-0
U7451	J1912 J867 J2698 J3684 J6706 J8080 J3020 J6105 J7254 J272 J7386	J7906-0 J7207-1 J4612-1 J5358-1 J5630-0 J296-0 J2286-0 J512-0 J2771-0 J3919-1 J2551-0 J2451-1 J2678-0 J527-0 J7687-0 J142-1 J6328-0 J3993-0 J2626-0 J5138-0
U1204	J2595 J1868 J1597 J6897 J3957 J3253	J1229-0 J7800-0 J5981-0 J6702-0 J3504-0 J2976-0 J3583-0 J129-0 J2974-0 J1949-0 J1620-0 J4733-0 J3329-0 J3628-0 J7049-0 J3273-0 J7412-0 J5501-0 J2987-0 J7547-0
U5751	J114 J6385 J5096 J3307 J5121 J4332 J2996	J6962-0 J2711-0 J2913-0 J6184-0 J5059-0 J2214-0 J5162-0 J8138-0 J1077-0 J6437-0 J6411-0 J4406-1 J7491-0 J7990-0 J2216-0 J934-0 J3685-0 J2406-1 J4264-0 J5364-0
U617	J2746 J2517 J4617 J7274 J1728 J5114 J1557 J4150 J3849	J5583-0 J3134-0 J4915-0 J4426-0 J4692-0 J344-0 J1833-0 J6676-0 J520-0 J4178-0 J3719-0 J3679-0 J6022-1 J6386-1 J2220-0 J3549-0 J3102-0 J3817-0 J3657-1 J4072-0
U3778	J6620 J8209 J2649 J4026	J7089-0 J1861-0 J5321-0 J2718-1 J3557-0 J2550-1 J4386-0 J383-1 J2165-0 J4803-1 J4762-0 J5535-0 J6136-0 J8082-1 J1891-0 J5364-0 J3873-0 J2009-0 J724-1 J2835-1
U467	J1642 J841 J260	J6287-0 J4155-0 J3680-0 J2873-0 J7987-0 J5128-0 J6397-0 J1192-0 J3799-0 J178-0 J4584-0 J1325-0 J6764-0 J408-0 J3186-0 J3315-0 J5532-0 J4598-0 J5761-0 J7847-0
U1811	J1652 J3786 J6872 J177 J7350 J7510 J1641 J2950 J6347 J2634	J4234-0 J1127-0 J5191-0 J7907-0 J5576-0 J1767-0 J1954-0 J885-0 J7504-0 J603-0 J4372-0 J8200-0 J6678-0 J767-0 J1573-0 J2915-0 J4438-0 J1190-0 J5213-0 J6481-0
U2017	J1047 J5941 J8233	J28-1 J4785-0 J2600-0 J4656-0 J7300-0 J2333-0 J682-0 J6240-0 J2444-0 J7451-0 J8050-0 J1618-0 J1829-0 J1024-1 J6262-0 J7769-0 J4951-0 J5142-0 J1778-0 J4748-0
U9023	J6688 J6661 J6394 J5920	J1321-0 J2673-0 J7147-0 J781-0 J1002-1 J6204-1 J5128-0 J8125-0 J2898-0 J6602-0 J5233-0 J8244-0 J4975-0 J4976-0 J5581-0 J5168-1 J4833-0 J7909-0 J4499-0 J7699-0
U355	J1286 J7278 J1062 J2887	J5531-0 J2165-0 J6406-0 J5930-0 J2662-1 J6983-0 J3835-0 J7258-1 J7344-0 J1866-0 J2932-0 J4627-0 J7400-0 J6423-0 J5374-0 J599-1 J7721-0 J1509-0 J2594-0 J5798-0
U9873	J3866 J4467 J1719	J6013-0 J3364-0 J5665-0 J3957-1 J7200-0 J4290-0 J3605-0 J2809-0 J959-0 J3089-0 J4909-0 J4571-0 J4908-0 J1141-1 J6129-0 J2581-0 J3033-0 J3006-0 J3854-1 J7222-0
U2161	J3914 J7510 J5953	J736-0 J4257-0 J77-0 J5423-0 J1305-0 J1557-0 J322-0 J4075-0 J6445-0 J1746-0 J1525-0 J1863-0 J3100-0 J4890-0 J2448-0 J3796-1 J5112-0 J2681-0 J4557-0 J775-0
U1922	J6059 J5649 J7856 J1689	J921-0 J6247-0 J2334-0 J3200-0 J4734-0 J4077-0 J2316-0 J7269-0 J894-0 J3954-0 J1491-0 J7495-0 J7520-0 J3780-0 J3404-0 J964-0 J7724-0 J4057-0 J1389-0 J5809-0
U8851	J5937 J4895 J6230	J7606-1 J628-0 J686-0 J1009-0 J2579-0 J8131-1 J8108-0 J2191-0 J2945-0 J5517-0 J3324-0 J1152-0 J6525-0 J2326-0 J3799-0 J8156-0 J3506-0 J6326-0 J6367-0 J3347-0
U3130	J4651 J2518 J409 J900 J5661	J1982-0 J7183-1 J3317-0 J7607-1 J4008-0 J965-0 J4501-0 J1301-0 J4877-0 J8051-1 J3760-0 J778-0 J1195-1 J1308-1 J4308-1 J7885-0 J4167-0 J4822-0 J1700-0 J1024-1
U9579	J6662 J5139 J228 J7036	J7927-0 J4445-0 J4714-0 J2962-0 J3360-1 J12-1 J2821-0 J7598-0 J5135-1 J3598-1 J5034-0 J5315-0 J7636-1 J5503-0 J8110-0 J4179-0 J1200-0 J3695-1 J1422-0 J4077-0
U2535	J3082 J2103 J5393 J2781 J6505 J659 J7481	J1705-0 J6845-0 J984-0 J4876-0 J8147-0 J3379-0 J4250-0 J4340-0 J2770-0 J6717-0 J1948-0 J3120-0 J4576-0 J7301-0 J5888-0 J603-0 J2544-0 J2352-0 J6381-0 J3096-1
U4167	J2888 J4218 J5070 J2365 J4758 J6734 J1408 J717 J7091 J602 J808 J4849 J113 J5069 J2887 J5725	J5277-0 J2556-0 J952-0 J4448-0 J1778-0 J6129-0 J862-0 J4355-0 J958-0 J4937-0 J2287-1 J7069-0 J4888-0 J7693-0 J6903-0 J1483-0 J3023-0 J3731-0 J6139-1 J4555-0
U9411	J7296 J3174 J470	J7762-0 J370-0 J1843-0 J7037-1 J4613-0 J5630-0 J7725-0 J5266-0 J7805-0 J312-1 J4899-0 J7359-1 J615-0 J4153-0 J3418-0 J4038-1 J3672-0 J6935-0 J2826-0 J3328-0
U5623	J6223 J4541 J8061 J2822 J245	J5475-1 J312-1 J4119-0 J7389-0 J5144-0 J1228-0 J2515-1 J747-0 J5500-1 J4501-0 J4990-0 J7456-0 J3875-1 J2376-1 J5191-0 J162-0 J758-0 J6351-0 J3768-0 J5866-1
U6371	J3222 J1595 J534 J3931 J2000 J3920 J3083 J3035 J7037 J2883 J4218 J7070	J793-0 J1931-0 J6778-1 J7069-1 J2356-1 J3593-1 J4040-0 J7634-0 J748-0 J1299-0 J3226-0 J3092-1 J5741-0 J1229-0 J6283-0 J368-1 J2278-0 J2666-0 J4223-0 J3275-0
U1470	J7582 J8086 J2672 J3817 J3381	J3486-0 J1135-0 J2185-1 J2318-0 J4449-0 J5241-1 J1223-0 J3235-0 J614-0 J760-0 J6448-0 J6828-0 J667-1 J6481-0 J1148-1 J3123-0 J6480-0 J6783-0 J3625-0 J878-0
U8463	J6158 J1652 J5979 J2075 J1471 J1490 J4568 J1459 J1485 J3035 J2634 J878	J7404-0 J1113-0 J7070-0 J3347-0 J8149-0 J3171-0 J180-0 J3943-0 J5245-0 J537-0 J7099-0 J5924-0 J7308-0 J6597-0 J1406-0 J1442-1 J332-0 J7955-0 J1306-0 J6722-0
U2657	J4903 J4861 J8232 J8233 J2731 J3662 J331 J4320 J4905 J1271 J3684 J7846	J8043-0 J1769-0 J1181-0 J7445-0 J5905-0 J5763-0 J43-0 J5769-0 J4391-0 J4022-1 J4560-0 J4867-0 J5516-0 J5231-0 J8223-0 J5383-0 J2586-0 J154-0 J3987-0 J1479-0
U7911	J7433 J8233 J8109 J2963	J4777-0 J897-0 J2664-0 J2082-0 J7697-0 J7509-0 J5722-0 J5451-1 J2000-1 J44-0 J6846-0 J4449-0 J2935-0 J143-0 J5717-0 J5058-0 J4161-0 J645-0 J3411-0 J4550-0
U9407	J961 J7292 J1488	J628-0 J2588-1 J2741-1 J97-0 J6887-1 J4606-0 J5520-0 J2958-1 J3134-1 J1329-0 J8254-0 J2712-1 J2596-0 J2212-0 J459-0 J6516-0 J7278-1 J6390-0 J6875-0 J6413-0
U650	J3453 J5996 J8001 J5393	J2297-0 J3345-0 J5531-0 J6181-0 J7376-0 J5382-0 J5589-0 J4810-0 J108-0 J7975-0 J6173-0 J4692-0 J5534-0 J6266-0 J2978-1 J3174-0 J4671-1 J4669-0 J7309-0 J3854-0
U5163	J5916 J1502 J7581	J5385-0 J6584-0 J5370-0 J1634-0 J5930-0 J6559-0 J830-0 J8010-0 J220-0 J3264-0 J7873-0 J7476-0 J6303-0 J1626-0 J5982-0 J5824-0 J4275-0 J6704-0 J4734-0 J8031-0
U1126	J1324 J782 J4890 J3255	J1539-0 J748-0 J6387-0 J1029-0 J3728-0 J3323-0 J2530-0 J5982-0 J7017-0 J1423-0 J322-0 J3990-0 J6902-0 J7624-0 J5789-0 J6722-0 J2195-0 J1121-0 J909-0 J5331-0
U1522	J659 J7296 J1464	J497-0 J208-0 J655-0 J1990-0 J2963-0 J6254-0 J3935-0 J1127-0 J7305-0 J1710-0 J5146-0 J316-0 J593-0 J56-0 J821-0 J3383-0 J8256-0 J2248-0 J2856-0 J3378-0
U5635	J2422 J7523 J4538 J4864 J7438 J4382	J4941-0 J7890-1 J5988-0 J5021-0 J741-0 J7034-0 J4705-0 J3894-0 J3729-0 J3152-0 J5614-1 J4353-0 J6584-1 J5258-0 J3360-1 J1369-0 J4812-1 J6439-0 J5966-0 J534-1
U5671	J6096 J3252 J7847 J2727	J3428-0 J830-0 J7199-1 J3933-1 J4257-0 J1738-0 J7177-1 J6330-0 J7945-0 J208-0 J3123-0 J7722-1 J8046-0 J6493-0 J3205-0 J382-1 J4921-1 J7036-1 J2233-0 J7865-0
U4741	J3412 J2373 J5177 J7056	J5793-0 J7765-0 J5286-0 J1408-0 J5012-0 J4304-0 J4409-0 J199-0 J6670-0 J71-0 J5922-0 J5248-0 J6590-0 J7244-0 J5534-0 J3620-0 J4015-0 J6573-0 J2633-0 J7934-0
U8011	J1530 J2622 J663 J7559 J247 J1597 J6376 J7911 J7651 J1453 J2841 J3102 J5979 J3507 J7268	J4841-0 J6608-0 J6112-0 J8146-0 J2587-0 J4441-0 J3969-0 J353-0 J2170-0 J4055-0 J2078-0 J4464-0 J3704-0 J2948-0 J3596-1 J1258-0 J4759-1 J4567-0 J6755-0 J7512-0
U3398	J6515 J5139 J3765 J5177	J1284-0 J4713-0 J5232-0 J1408-0 J5567-1 J1325-0 J4049-0 J6526-1 J7112-0 J2513-0 J7954-0 J7867-1 J7120-0 J3468-0 J3019-0 J2205-0 J1254-1 J6011-0 J4985-0 J4987-0
U3093	J1488 J7651 J7056 J7883	J6150-1 J1847-0 J5687-0 J374-0 J1198-0 J583-0 J3122-0 J7859-0 J8056-0 J3068-0 J7443-0 J2574-0 J4703-0 J410-0 J7011-0 J3636-0 J2786-1 J3832-0 J7115-0 J119-1
U5381	J3022 J447 J5827 J6126	J858-1 J5707-0 J7200-0 J4423-0 J1735-0 J2828-0 J4920-0 J3145-0 J905-0 J2076-0 J470-0 J6642-1 J3026-1 J5369-0 J2539-0 J4073-0 J2046-0 J1294-0 J3230-0 J3908-1
U4640	J7601 J886 J5002 J2640	J49-0 J5893-0 J5485-0 J3312-0 J4930-0 J2064-0 J4560-0 J6059-0 J3316-0 J1240-0 J4131-0 J5026-0 J2046-0 J5755-0 J6321-1 J1198-0 J1140-0 J3314-0 J7597-0 J434-0
U3516	J5981 J3686 J826 J4647 J3749 J2578 J3553 J135 J3776 J196 J7867 J710 J2505	J5383-0 J5669-0 J1302-1 J7995-0 J145-0 J8085-0 J2609-0 J5477-0 J7825-0 J1135-0 J1718-1 J6603-1 J5782-0 J530-1 J3822-1 J2974-1 J8184-1 J7685-0 J3369-1 J272-1
U1753	J4148 J1073 J8025 J8259 J4934	J2058-0 J7844-1 J6155-0 J3610-0 J6425-0 J5630-0 J2205-0 J3885-0 J2589-0 J2572-0 J3331-0 J6950-0 J5992-0 J2795-0 J1903-0 J5568-0 J7114-0 J4147-1 J2884-0 J5471-1
U3930	J5725 J3802 J2330 J245 J4209 J2720 J3808 J838 J1675	J3437-0 J1892-1 J1109-0 J3294-0 J5927-1 J934-0 J5894-0 J2934-0 J5007-0 J3474-0 J4662-0 J7526-1 J2122-0 J725-1 J7745-0 J1372-0 J5975-0 J6128-0 J1905-0 J7258-1
U9209	J1645 J3660 J1666 J3521 J2640 J2641 J1471 J3253 J4562 J2950 J520 J2954	J6425-0 J358-0 J4454-0 J5922-0 J709-0 J4500-0 J6873-0 J2582-0 J1526-0 J4380-0 J4813-0 J4812-0 J4483-0 J4452-0 J1438-0 J5321-0 J7183-0 J3473-0 J7918-0 J7025-0
U3956	J3208 J5393 J3906 J3430 J2811 J7373 J4792 J4524 J8094 J1242 J7558 J4086	J5175-0 J926-0 J1745-1 J3757-0 J1631-0 J4745-0 J5120-0 J5287-0 J2509-0 J1581-1 J2610-0 J2173-0 J5254-0 J3645-0 J7273-0 J7081-0 J723-0 J2765-0 J6548-0 J2632-0
U3854	J7718 J2150 J2471 J1988 J7227 J7350 J6353 J4862 J4661	J2634-0 J6445-0 J6464-1 J4062-1 J3113-1 J5230-0 J6930-1 J3831-1 J5947-0 J399-1 J8166-0 J853-0 J5526-0 J2998-0 J5209-0 J3245-0 J7073-1 J74-1 J3289-0 J8243-0
U8860	J3091 J631 J3845	J6384-1 J2652-0 J7741-1 J4462-0 J935-0 J2603-0 J3496-0 J1935-0 J3649-0 J7943-0 J3639-0 J7752-1 J2531-0 J8005-1 J1067-1 J2565-1 J2749-1 J6026-1 J5926-1 J3573-0
U369	J365 J6585 J4904 J4960 J4869 J6672 J2587	J1410-1 J3632-0 J680-0 J5359-1 J5416-0 J5173-0 J2713-0 J4434-0 J2506-0 J742-0 J775-0 J4309-0 J4368-0 J5384-0 J6785-0 J7900-0 J4511-1 J733-0 J1269-0 J5409-0
U2875	J6462 J7802 J7416 J7099 J6043 J4488 J812 J4194 J7209 J6477	J7204-0 J5336-0 J2452-0 J7379-0 J4552-0 J3387-1 J7261-0 J4608-0 J5087-0 J5500-0 J8189-0 J7072-0 J5343-1 J8060-0 J2900-0 J1307-0 J7589-0 J4047-0 J7962-0 J6573-0
U4280	J2817 J3391 J7334	J7555-0 J4490-0 J5619-0 J6520-0 J6754-0 J2998-0 J5554-0 J40-0 J5479-0 J6829-0 J5914-0 J6944-0 J2141-0 J3996-0 J6516-1 J2976-0 J956-0 J852-0 J5559-0 J6671-0
U8024	J6830 J5067 J4222 J4896 J5623 J5885	J7005-0 J6791-0 J1183-0 J3696-0 J1854-1 J395-0 J6117-1 J6435-0 J759-0 J3495-1 J674-0 J7096-0 J3765-0 J8244-1 J8156-0 J6506-0 J869-0 J6161-0 J753-0 J3248-0
U2409	J5127 J1780 J1163 J3920 J2376 J4721 J7410 J1119 J4301 J6749 J2000 J6400 J6382 J7353 J4907 J4885 J7398	J2581-0 J6370-0 J5001-0 J4351-0 J8186-0 J6249-0 J7563-0 J2663-0 J3534-0 J6200-0 J1138-0 J1585-0 J4685-0 J2806-1 J5111-0 J3348-0 J3566-0 J2452-0 J865-0 J4288-0
U2188	J6229 J3839 J5567	J7987-1 J6173-0 J1854-0 J7381-0 J2992-0 J4323-0 J4616-0 J3799-0 J4002-0 J499-0 J3350-0 J3707-0 J4155-0 J373-0 J1795-0 J6710-0 J250-0 J7537-0 J5494-0 J1062-1
U124	J4629 J3845 J260	J1518-0 J4512-0 J5935-0 J1832-0 J6477-0 J6326-0 J5477-0 J4698-0 J4844-1 J6375-1 J8233-1 J6272-0 J7062-1 J8038-0 J1916-1 J145-0 J2626-0 J5262-0 J1117-0 J6169-1
U8201	J439 J1154 J5972 J8240 J2697 J577	J4783-0 J7193-0 J8069-0 J5604-0 J7614-0 J2429-0 J8204-0 J1463-0 J6982-0 J2863-0 J718-0 J7147-0 J8156-0 J1925-0 J1627-0 J3263-0 J812-0 J1264-0 J4131-0 J6884-0
U4375	J4866 J4294 J5348 J2954	J6787-0 J3190-0 J8077-1 J6327-0 J7855-0 J7073-1 J5804-0 J5226-0 J6499-0 J658-0 J3168-1 J2412-0 J4168-0 J5387-0 J5639-0 J6880-1 J1707-0 J4357-0 J5964-0 J2646-0
U4698	J5625 J5237 J2518	J3604-0 J1588-0 J7063-0 J237-1 J1669-1 J318-0 J6309-0 J6559-0 J4822-0 J2657-1 J2895-0 J1017-0 J1129-0 J3414-0 J4402-0 J7574-0 J1132-0 J3859-0 J2163-0 J2762-0
U7441	J3269 J228 J5590 J5855	J3416-0 J601-1 J2911-1 J6035-0 J5957-1 J7482-0 J236-0 J7539-0 J5220-0 J4929-0 J3831-1 J1933-1 J5826-0 J1200-0 J6225-0 J4997-0 J3387-1 J7218-0 J6682-0 J2901-0
U4933	J4895 J6678 J3453 J2133 J5070 J6108 J3997 J7559 J3646 J8002 J3748	J781-0 J6053-0 J2516-0 J6268-0 J5519-0 J8096-0 J1864-0 J3150-0 J2009-0 J2312-0 J6835-0 J7404-1 J7279-0 J3100-0 J191-0 J4360-0 J3759-0 J211-0 J7131-0 J5825-0
U7496	J3840 J2996 J5390	J4932-0 J8034-0 J3029-0 J4393-0 J5726-0 J5716-0 J4815-0 J597-0 J3240-0 J3167-0 J625-0 J2884-0 J5814-0 J889-0 J1585-0 J3750-0 J6422-0 J6551-0 J1286-0 J6863-0
U5574	J5661 J1859 J7056 J6073 J4882 J6742 J5200 J6746	J1732-0 J7400-1 J7256-0 J3351-0 J1781-0 J2076-0 J3290-1 J1165-0 J3622-0 J2876-0 J7296-1 J2064-0 J6035-0 J3689-0 J3446-0 J3906-0 J4108-0 J782-0 J4426-0 J6066-0
U672	J3346 J8242 J3925 J5066 J7386 J7699 J3695 J1232	J726-0 J4387-0 J5617-0 J4413-0 J4138-0 J3976-0 J7235-0 J953-0 J5588-0 J1198-0 J4836-0 J758-0 J7476-0 J3480-0 J5825-0 J2959-0 J5586-0 J6194-0 J2776-0 J7684-0
U8677	J3239 J1714 J3786	J4212-0 J2513-0 J1442-1 J785-0 J1066-0 J7223-0 J1460-1 J3569-0 J2570-0 J6938-0 J2346-0 J1826-0 J806-0 J1034-0 J5591-0 J4186-0 J1600-0 J2236-0 J6577-0 J3643-0
U9612	J260 J2775 J1653	J535-0 J6675-0 J2057-0 J1141-0 J1151-0 J86-0 J5179-0 J1338-0 J2411-0 J185-0 J8013-0 J191-0 J7074-0 J6659-0 J6473-0 J6205-0 J7349-0 J5028-0 J5997-0 J4149-0
